path	sentence
clips\04006.mp3	我我的蛋糕呢
clips\04007.mp3	早就壞了，不能吃
clips\04008.mp3	你作蛋糕是否要給素帆吃
clips\04009.mp3	你為什麼要作蛋糕給素帆吃
clips\04010.mp3	因為上次她幫我擋鞭炮
clips\04011.mp3	我要向她道謝
clips\04012.mp3	很多人欺負她、向她家討錢
clips\04013.mp3	我想開麵包店賺錢
clips\04014.mp3	素帆家欠人家幾百萬耶
clips\04015.mp3	她家早就被拆了
clips\04016.mp3	添財，爸爸問你
clips\04017.mp3	素帆開口向你借錢了嗎
clips\04018.mp3	為什麼你想幫她還錢呢
clips\04019.mp3	我我也不知道
clips\04020.mp3	添財，你爸爸是立法委員
clips\04021.mp3	我們幫他們想辦法好嗎
clips\04022.mp3	你去找江素帆好好了解事情
clips\04023.mp3	要我照哥的想法做嗎
clips\04024.mp3	我怕他為了幫助江素帆
clips\04025.mp3	會想一些奇怪的辦法
clips\04026.mp3	東西又忘記拿了
clips\04027.mp3	你的記性真是越來越差了
clips\04028.mp3	如果不是我幫你瞻前顧後
clips\04029.mp3	你的東西不知道丟了多少
clips\04030.mp3	人記性太好不是什麼好事
clips\04031.mp3	如果凡事都記得清清楚楚
clips\04032.mp3	妳花那麼多錢買名牌包
clips\04033.mp3	我是幫你做面子
clips\04034.mp3	我要向妳道謝囉
clips\04035.mp3	你去江家了解狀況後
clips\04036.mp3	媽，我出去一會兒
clips\04037.mp3	借錢給江素帆他們嗎
clips\04038.mp3	對哥也無法交代
clips\04039.mp3	他提出的是否合理
clips\04040.mp3	像江家那種人我看多了
clips\04041.mp3	這種人根本就是貪心
clips\04042.mp3	現在爸交代我處理這件事
clips\04043.mp3	親家母，我們來買飼料的
clips\04044.mp3	伯母，我在這裡當人形立牌
clips\04045.mp3	我就知道你想說什麼
clips\04046.mp3	以為你媽來跟我好聲好氣
clips\04047.mp3	想保留機會讓家昌跟惠如
clips\04048.mp3	媽，妳不可以這樣哦
clips\04049.mp3	我為什麼不可以這樣
clips\04050.mp3	我偏要阻止家昌跟惠如交往
clips\04051.mp3	因為現在是自由戀愛的時代
clips\04052.mp3	這就叫代溝
clips\04053.mp3	妳剛才說年輕人越要在一起
clips\04054.mp3	接下來就是水泥和沙
clips\04055.mp3	也有人說是先上車後補票
clips\04056.mp3	妳現在要惠如有樣學樣
clips\04057.mp3	媽，妳這樣就錯了
clips\04058.mp3	叫作不理解
clips\04059.mp3	不理解，不然要怎麼樣
clips\04060.mp3	不理解就會惹人厭
clips\04061.mp3	我非直跳腳不可
clips\04062.mp3	紅紙收下了
clips\04063.mp3	喜帖也發出去了
clips\04064.mp3	媽，我的嫁妝不必附過來了吧
clips\04065.mp3	叫妳爸把聘金還我們
clips\04066.mp3	討聘金得跟我爸說
clips\04067.mp3	不是又要重來嗎
clips\04068.mp3	阿姨，我們該回去了
clips\04069.mp3	家燕，走慢一點
clips\04070.mp3	親家，真抱歉
clips\04071.mp3	你們知道那隻蝦子最難搞了
clips\04072.mp3	順便向親家母道個歉
clips\04073.mp3	怎麼知道親家母會不高興
clips\04074.mp3	姐，我媽關心妳的婚事
clips\04075.mp3	妳怎麼能說是我媽害妳更忙
clips\04076.mp3	家昌，我這麼說沒錯啊
clips\04077.mp3	怎麼費盡唇舌勸我婆婆
clips\04078.mp3	勸，這怎麼是勸
clips\04079.mp3	教訓妳婆婆倒是真的
clips\04080.mp3	媽，大嫂對我有意見時
clips\04081.mp3	妳不維護我，都維護別人
clips\04082.mp3	媽，我是看不過去
clips\04083.mp3	這麼說好像我忤逆妳
clips\04084.mp3	回家繼續吵嗎
clips\04085.mp3	二哥，如果你受委屈
clips\04086.mp3	你罵我就不會沒大沒小了
clips\04087.mp3	我忘記還有妳這個妹妹
clips\04088.mp3	好啊，正好可以讓你罵
clips\04089.mp3	你們鬥嘴鬥個不停耶
clips\04090.mp3	家燕，妳要為人媳了
clips\04091.mp3	說話要溫柔一點
clips\04092.mp3	有時候公婆有什麼事
clips\04093.mp3	要妳老公鴻展跟他們說就好
clips\04094.mp3	人家說老婆叫老公
clips\04095.mp3	像車子下坡一樣很輕鬆
clips\04096.mp3	不死也去了半條命
clips\04097.mp3	但我看大嫂叫大哥
clips\04098.mp3	也像開車撞牆一樣
clips\04099.mp3	反正我們家人跟別人不一樣
clips\04100.mp3	我去泡茶給你們喝
clips\04101.mp3	別跟那些晚輩賭氣
clips\04102.mp3	其實剛才家昌幫妳說話也沒錯
clips\04103.mp3	妳不要他一說就念他
clips\04104.mp3	兩個一直鬥嘴要鬥到什麼時候
clips\04105.mp3	說話動不動就得罪人
clips\04106.mp3	屆時她要出嫁
clips\04107.mp3	你不要眼眶泛紅
clips\04108.mp3	還是你不捨女兒要嫁人了
clips\04109.mp3	樹大分枝，人大分家
clips\04110.mp3	這次幫她準備了不少嫁妝
clips\04111.mp3	還得給人家三百六十萬
clips\04112.mp3	不敢嘮叨、直跳腳了
clips\04113.mp3	去關帝廟拜拜
clips\04114.mp3	雙車兄，怎麼那麼難得
clips\04115.mp3	我雙車一將軍你就輸棋了
clips\04116.mp3	又帶你漂亮老婆出來炫耀嗎
clips\04117.mp3	我漂亮老婆氣質原本就很棒
clips\04118.mp3	嫁妝一牛車囉
clips\04119.mp3	我光家裡用的家具、車子
clips\04120.mp3	從火車頭擺到火車尾
clips\04121.mp3	我們現在不說車上的
clips\04122.mp3	裡面珍珠、項鍊、瑪瑙、金飾
clips\04123.mp3	光說這只鑽石跟鑽石項鍊就好
clips\04124.mp3	都經過AID
clips\04125.mp3	有GIA檢驗合格證書的
clips\04126.mp3	光讓你看到這個眼睛就睜不開
clips\04127.mp3	什麼什麼吹牛，真的啊
clips\04128.mp3	你們不了解狀況隨便怪罪我爸
clips\04129.mp3	江小姐，請妳要有同理心
clips\04130.mp3	身為父母聽到兒子受傷出事
clips\04131.mp3	所以才如此對待妳爸
clips\04132.mp3	所以專程要我來向你們道歉
clips\04133.mp3	那天在廟會妳幫我哥擋鞭炮
clips\04134.mp3	妳要不要先看多少紅包再決定
clips\04135.mp3	就是我們家不喜歡欠人情
clips\04136.mp3	我們家也不喜歡向人討人情
clips\04137.mp3	江小姐，妳家狀況大家都知道
clips\04138.mp3	雖然這紅包無法解決妳家問題
clips\04139.mp3	自己也會想辦法賺
clips\04140.mp3	好，我不勉強了
clips\04141.mp3	照習俗我們不可以來
clips\04142.mp3	不可以來你們為什麼要來呢
clips\04143.mp3	為了嫁妝跟三百六十萬
clips\04144.mp3	不過你們怎麼不在家裡等新娘
clips\04145.mp3	我這只車讓妳改成黑卒
clips\04146.mp3	親家、親家母，來
clips\04147.mp3	支票三百六十萬
clips\04148.mp3	我又附了六萬塊當利息
clips\04149.mp3	算一算不少於你們下的聘
clips\04150.mp3	把這些嫁妝收起來
clips\04151.mp3	收到禮盒附過去
clips\04152.mp3	讓家燕他們上禮車
clips\04153.mp3	配嫁妝的謝籃怎麼沒有拿上來
clips\04154.mp3	歡喜嫁入你家門
clips\04155.mp3	結了婚要好好照顧妳的丈夫
clips\04156.mp3	也要好好孝順妳的公婆
clips\04157.mp3	這些家教就是妳最好的嫁妝
clips\04158.mp3	褪色的青春 臉上的皺紋
clips\04159.mp3	新娘美貌蓋頭紗
clips\04160.mp3	幸福的嫁妝
clips\04161.mp3	是我倆一生牽手的情分
clips\04162.mp3	小偷，你出來
clips\04163.mp3	那是我小姑的嫁妝
clips\04164.mp3	很好，我支持你
clips\04165.mp3	別跑，給我出來
clips\04166.mp3	等，等什麼
clips\04167.mp3	家燕的嫁妝沒有拿下來啊
clips\04168.mp3	親家，你耍什麼花樣
clips\04169.mp3	想獨吞嫁妝嗎
clips\04170.mp3	我不是在祖先面前說過了
clips\04171.mp3	我會獨吞，拜託好不好
clips\04172.mp3	淑惠姐在豬圈捉小偷
clips\04173.mp3	出來，有種出來
clips\04174.mp3	家昌，家燕的嫁妝被小偷偷了
clips\04175.mp3	沒有，我沒看到
clips\04176.mp3	小偷，出來
clips\04177.mp3	把嫁妝還給我們就放過你
clips\04178.mp3	送你去警察局
clips\04179.mp3	聽見沒有，快出來
clips\04180.mp3	大嫂，妳先去報警
clips\04181.mp3	好，我現在馬上去報警
clips\04182.mp3	那些嫁妝三百多萬跟鑽石項鍊
clips\04183.mp3	親家，聘金跟嫁妝拿回來就好
clips\04184.mp3	豬怎麼跑出來了
clips\04185.mp3	一定是小偷剛才打開豬圈門了
clips\04186.mp3	鴻展，快去幫爸抓豬，快
clips\04187.mp3	來看我 走來
clips\04188.mp3	小豬怎麼全跑出來了
clips\04189.mp3	圍妳後面那些豬啦
clips\04190.mp3	心情亂亂紛紛
clips\04191.mp3	時間就像這艘船
clips\04192.mp3	載我離開作夢的青春
clips\04193.mp3	無論是苦還是酸
clips\04194.mp3	無論路有多麼遠
clips\04195.mp3	我將人生交給你打算
clips\04196.mp3	望你多情的靈魂
clips\04197.mp3	陪伴癡情的命運
clips\04198.mp3	愛我用生命愛我
clips\04199.mp3	我用一生中最深的愛
clips\04200.mp3	與你坐同一船
clips\04201.mp3	我的情是唯一的嫁妝
clips\04202.mp3	過去風雨的憂愁
clips\04203.mp3	換我們今日的自由
clips\04204.mp3	明天我要當你的新娘 明天我要當妳的新郎
clips\04205.mp3	大姑姑穿婚紗真漂亮耶
clips\04206.mp3	在座貴賓、親朋好友
clips\04207.mp3	感謝你們能夠撥空大駕光臨
clips\04208.mp3	今天我最高興的就是鴻展
clips\04209.mp3	能夠跟雙車兄、雙車嫂的千金
clips\04210.mp3	家燕結為夫妻
clips\04211.mp3	可以說是我們高攀了
clips\04212.mp3	今天我也很高興
clips\04213.mp3	感謝親家跟親家母
clips\04214.mp3	娶家燕為他們媳婦
clips\04215.mp3	尤其是親家母
clips\04216.mp3	這種場面會吵架嗎
clips\04217.mp3	可以說是遠近馳名
clips\04218.mp3	今天是喜事爸爸怎麼
clips\04219.mp3	其實親家母最有名就是
clips\04220.mp3	最疼愛家中的晚輩
clips\04221.mp3	所以我相信家燕嫁去她家為媳
clips\04222.mp3	一定當她如自家女兒般
clips\04223.mp3	今天我跟太太在眾人面前
clips\04224.mp3	可以好好照顧我女兒
clips\04225.mp3	大家乾杯 我敬你們
clips\04226.mp3	明月，好久不見
clips\04227.mp3	變得越來越年輕、漂亮
clips\04228.mp3	股票上市的電子公司
clips\04229.mp3	勝吉，你真厲害
clips\04230.mp3	沒有，是你能力好
clips\04231.mp3	同學，別再謙虛了
clips\04232.mp3	其實是專程來找你
clips\04233.mp3	家龍，回公司幫我吧
clips\04234.mp3	妳身上怎麼有一個味道
clips\04235.mp3	還在忙餵豬的事
clips\04236.mp3	好，你先忙
clips\04237.mp3	我陪爸媽敬酒
clips\04238.mp3	我們過去聊天
clips\04239.mp3	為了家燕不猛怎麼行
clips\04240.mp3	今天我一桌桌
clips\04241.mp3	向他們的親戚敬酒
clips\04242.mp3	先在親戚面前
clips\04243.mp3	頒給紅蝦一個註冊商標
clips\04244.mp3	我稱讚她是最好的婆婆
clips\04245.mp3	讓親戚都知道
clips\04246.mp3	如果以後她想欺負家燕
clips\04247.mp3	就怕人家說她是惡婆婆
clips\04248.mp3	我們在這邊講完就算了
clips\04249.mp3	如果親家真的
clips\04250.mp3	不要被家燕氣壞身子
clips\04251.mp3	來賓請掌聲鼓勵鼓勵
clips\04252.mp3	來，小心點 喝酒逞強嘛
clips\04253.mp3	現在才知道家中女人多重要
clips\04254.mp3	我知道你很疼大姐跟大哥
clips\04255.mp3	我讓你賣土地
clips\04256.mp3	你大哥凡事都讓你
clips\04257.mp3	你才會得寸進尺
clips\04258.mp3	你喝醉說話一直重複
clips\04259.mp3	這些話已經說過很多遍了
clips\04260.mp3	家燕要把嫁妝拿給他開餐廳
clips\04261.mp3	家燕，下來
clips\04262.mp3	現在住在鴻展家
clips\04263.mp3	你真的醉得不醒人事
clips\04264.mp3	小寶，我等你很久了
clips\04265.mp3	他家沒錢，你們抓錯人了
clips\04266.mp3	怎麼現在臨檢
clips\04267.mp3	感謝張立委，謝謝
clips\04268.mp3	不是，來找我的朋友
clips\04269.mp3	對了，你有看到一個很瘦
clips\04270.mp3	年輕人，你是哪個角頭
clips\04271.mp3	沒有上過酒家吧
clips\04272.mp3	所以才想來踹踹看就是了
clips\04273.mp3	我沒有踹你，是一間一間找
clips\04274.mp3	你一間一間找
clips\04275.mp3	憑什麼替他處理事情
clips\04276.mp3	要人嗎，可以
clips\04277.mp3	這個臭小子說要幫我找廚師
clips\04278.mp3	想找我合夥開餐廳
clips\04279.mp3	開口向我拿二十萬佣金
clips\04280.mp3	錢拿了，人卻給我玩失蹤
clips\04281.mp3	現在找到人跟我說錢花光了
clips\04282.mp3	我天馬這輩子最忌諱的
clips\04283.mp3	你說，該怎麼交代
clips\04284.mp3	杜董，小寶沒有騙你
clips\04285.mp3	他確實有找人跟你一起投資
clips\04286.mp3	不過後來我拿不出來錢
clips\04287.mp3	等於放我鴿子
clips\04288.mp3	小寶這麼做都是為了我
clips\04289.mp3	我沒把錢準備好才害了他
clips\04290.mp3	小寶欠你的我替他還
clips\04291.mp3	你很講義氣哦，我欣賞
clips\04292.mp3	我剛到台北現在沒有錢
clips\04293.mp3	這個年輕人是我的鄉親
clips\04294.mp3	他是年輕一輩最好的廚師
clips\04295.mp3	最近才來台北奮鬥事業
clips\04296.mp3	我聽說他欠你錢嗎
clips\04297.mp3	這樣吧，到你店裡慢慢還
clips\04298.mp3	家昌，這樣可以嗎
clips\04299.mp3	杜董給我面子
clips\04300.mp3	這件事我看就這麼決定好嗎
clips\04301.mp3	杜董，你說話好風趣
clips\04302.mp3	我說的都是真的，沒有騙人
clips\04303.mp3	今晚這攤我請
clips\04304.mp3	我天馬當面向你們道歉
clips\04305.mp3	張立委跟這些貴賓是重要客人
clips\04306.mp3	妹妹，酒盡量倒
clips\04307.mp3	喝醉比較好做人
clips\04308.mp3	喝酒啦，不要想那麼多
clips\04309.mp3	就是妳離家出走去找家昌
clips\04310.mp3	妳想說得讓我越來越煩嗎
clips\04311.mp3	就是要讓妳開心啊
clips\04312.mp3	我就是不願意把魚賣給你這種
clips\04313.mp3	惠如，妳怎麼會認識這個垃圾
clips\04314.mp3	我哥的聘金就是向他們家借的
clips\04315.mp3	所以四處欺負女孩子嗎
clips\04316.mp3	怎麼，上次被我教訓不甘願
clips\04317.mp3	我這次來向妳道歉的
clips\04318.mp3	所以才說那麼難聽的話
clips\04319.mp3	對不起，可能這裡太吵了
clips\04320.mp3	沒問題，妳們的消費算我的
clips\04321.mp3	你找芳姿究竟要做什麼
clips\04322.mp3	今天我去魚市找江小姐
clips\04323.mp3	不過她不像妳這麼好講話
clips\04324.mp3	廢話，你那天嘴巴這麼臭
clips\04325.mp3	心裡也很過意不去
clips\04326.mp3	我想找個機會彌補她
clips\04327.mp3	不過以後如果需要我的地方
clips\04328.mp3	如果妳有機會可以幫我告訴她
clips\04329.mp3	好啊，哪一天我心情好
clips\04330.mp3	聘請我當飯店主廚
clips\04331.mp3	家昌打電話說找到工作了
clips\04332.mp3	明明是張立委帶他去見老闆
clips\04333.mp3	真是沒本事還靠別人
clips\04334.mp3	這種丟臉事又不好意思說
clips\04335.mp3	愛面子不需要這樣，真的
clips\04336.mp3	你會比較高興嗎
clips\04337.mp3	我說兩句過癮而已
clips\04338.mp3	爸，原來是你拜託張立委啊
clips\04339.mp3	家龍，你爸爸為了家昌
clips\04340.mp3	在廟會爐主宴客時
clips\04341.mp3	不顧自己面子拜託張立委
clips\04342.mp3	當時你爸爸做出
clips\04343.mp3	多大的犧牲
clips\04344.mp3	我完全可以了解
clips\04345.mp3	為了養大我們這些兄弟姐妹
clips\04346.mp3	這幾年來吃了很多苦
clips\04347.mp3	爸爸做出什麼樣的犧牲啊
clips\04348.mp3	那晚他站到台上
clips\04349.mp3	好了，妳別再比了
clips\04350.mp3	還在台上跳鋼管啊
clips\04351.mp3	爸，你別這麼辛苦
clips\04352.mp3	我們這些兒女已經長大了
clips\04353.mp3	接下來照顧弟弟、妹妹的責任
clips\04354.mp3	我跟你爸都知道你很孝順
clips\04355.mp3	但是現在你自己有家庭
clips\04356.mp3	你不用擔心
clips\04357.mp3	像家龍那麼孝順就好了
clips\04358.mp3	我們現在不只擔心家昌的事
clips\04359.mp3	紅蝦已經來家裡跳腳
clips\04360.mp3	現在家燕已經嫁過去了
clips\04361.mp3	不知道該怎麼辦才好
clips\04362.mp3	你去看她就好了啊
clips\04363.mp3	豈不是去跟紅蝦吵架
clips\04364.mp3	現在原物料樣樣漲
clips\04365.mp3	一些客戶亂出價
clips\04366.mp3	也得將就點做啊
clips\04367.mp3	改天公會找時間好好討論討論
clips\04368.mp3	從美國回來，讀博士哦
clips\04369.mp3	惠如，史蒂芬很久沒回台灣了
clips\04370.mp3	我待會兒還有事
clips\04371.mp3	沒關係，不方便就別勉強
clips\04372.mp3	我跟她說就好了
clips\04373.mp3	下次還有機會，我們再約
clips\04374.mp3	婆婆不敢對我怎麼樣
clips\04375.mp3	現在是我這個媳婦虐待婆婆嗎
clips\04376.mp3	妳們最好赤兔馬遇到關老爺
clips\04377.mp3	不要海龍王遇到李哪吒
clips\04378.mp3	好了你們別鬥嘴了
clips\04379.mp3	家燕，妳現在為人媳婦
clips\04380.mp3	妳存心讓我難堪嗎
clips\04381.mp3	幫妳安排相親哪裡錯了
clips\04382.mp3	媽，我無意跟人家交往
clips\04383.mp3	妳擺臉色都不會不好意思嗎
clips\04384.mp3	想介紹男孩子給惠如認識
clips\04385.mp3	別說惠如彆扭
clips\04386.mp3	連我在現場都不知道該怎麼說
clips\04387.mp3	她心裡只有家昌
clips\04388.mp3	妳明知道還勉強她
clips\04389.mp3	她怎麼有選擇別人的機會呢
clips\04390.mp3	你不是在簍子裡一直挑
clips\04391.mp3	挑一個條件差又沒錢的
clips\04392.mp3	甚至怪家昌的家人
clips\04393.mp3	妳這麼做都不覺得傷害我嗎
clips\04394.mp3	我想自己傷害了妳
clips\04395.mp3	妳這麼做只會傷害更多人
clips\04396.mp3	妳媽那種個性就是急躁
clips\04397.mp3	乾脆我搬出去不就好了 紅蝦
clips\04398.mp3	伴手伴手，親家才會永久
clips\04399.mp3	家昌跟家燕這兩個伴手禮
clips\04400.mp3	已經讓我們家忙一輩子了
clips\04401.mp3	怎麼可以對親家母說這種話呢
clips\04402.mp3	媽，妳不可以這樣啦
clips\04403.mp3	媽，妳不可以這樣哦
clips\04404.mp3	媽，阿姨要我別說話
clips\04405.mp3	惠如，妳媽在妳身邊嗎
clips\04406.mp3	有就不敢打給我了嗎
clips\04407.mp3	如果現在我在妳身邊
clips\04408.mp3	但是現在我不在妳身邊
clips\04409.mp3	別把我媽說得那麼壞好嗎
clips\04410.mp3	沒有，想告訴妳我找到工作了
clips\04411.mp3	惠如，妳怎麼回答得這麼簡單
clips\04412.mp3	我對你說的話都很簡單
clips\04413.mp3	惠如，妳不跟我來台北
clips\04414.mp3	妳會一直陪著我
clips\04415.mp3	因為我一直在妳心裡
clips\04416.mp3	你不可以只靠第一步
clips\04417.mp3	要一步一步走向成功之路
clips\04418.mp3	好了，我要去上班了
clips\04419.mp3	剛才是家昌的電話嗎
clips\04420.mp3	不是，他怕我挨媽媽罵
clips\04421.mp3	我了解妳媽媽的心情
clips\04422.mp3	媽媽都希望女兒能夠嫁得好
clips\04423.mp3	難道妳贊成我跟別人交往嗎
clips\04424.mp3	妳跟家昌難免會傷心
clips\04425.mp3	但是妳要知道
clips\04426.mp3	人生的變化很難說
clips\04427.mp3	有時所愛不一定適合自己
clips\04428.mp3	妳不認為我跟家昌會有結果嗎
clips\04429.mp3	妳跟家昌能夠幸福美滿
clips\04430.mp3	不過感情這條路總是坎坷
clips\04431.mp3	無論結果是好、是壞
clips\04432.mp3	要妳關心女兒卻關心媳婦
clips\04433.mp3	你儘管放心家燕
clips\04434.mp3	我只能夠說她要堅強一點
clips\04435.mp3	那隻蝦比螃蟹還耐操
clips\04436.mp3	過戶到家龍名下了
clips\04437.mp3	王代書，謝謝
clips\04438.mp3	現在土地已經過戶到你名下了
clips\04439.mp3	趕快計畫肉品工廠的事
clips\04440.mp3	念久會吵架哦
clips\04441.mp3	阿姨，我怕家昌知道
clips\04442.mp3	明天我要載一車豬北上交貨
clips\04443.mp3	不，讓家龍去看看家昌也好
clips\04444.mp3	他爸說不用
clips\04445.mp3	如果好吃幫我們多多宣傳
clips\04446.mp3	你幫我換瓜子雞湯
clips\04447.mp3	是天馬大酒家嗎
clips\04448.mp3	好，我進去看看
clips\04449.mp3	你害我等很久
clips\04450.mp3	你遲到要罰三杯
clips\04451.mp3	我要找洪家昌
clips\04452.mp3	我要找的洪家昌不在這裡
clips\04453.mp3	你要找的紅屁股在這裡
clips\04454.mp3	告訴過你咪咪愛吃瓜子雞湯
clips\04455.mp3	你遲到要罰一杯
clips\04456.mp3	家昌，什麼事
clips\04457.mp3	不然這道你們先將就點吃
clips\04458.mp3	哥，你怎麼在這裡
clips\04459.mp3	這位是我哥
clips\04460.mp3	這裡的事我處理就好
clips\04461.mp3	家昌的大哥來找他
clips\04462.mp3	小寶才告訴我你在這裡
clips\04463.mp3	那爛客人扯到我作的菜不好吃
clips\04464.mp3	剛才根本沒有我的事
clips\04465.mp3	這就是你說的大飯店、大餐廳
clips\04466.mp3	這種地方什麼人都會遇到
clips\04467.mp3	辭掉這裡的工作
clips\04468.mp3	別的地方就沒有爛客人嗎
clips\04469.mp3	但是你在這種地方沒有前途
clips\04470.mp3	大哥，我在這裡是暫時
clips\04471.mp3	這種地方你一天都不能留
clips\04472.mp3	我欠酒家老闆二十萬
clips\04473.mp3	我欠酒家老闆二十萬
clips\04474.mp3	反正我會先在這裡做一段時間
clips\04475.mp3	一邊還錢、一邊存錢
clips\04476.mp3	大哥，你放心
clips\04477.mp3	我一定會開餐廳當老闆
clips\04478.mp3	好了，廚房還在忙
clips\04479.mp3	不要告訴別人我在這裡
clips\04480.mp3	以後不要來這種地方找我
clips\04481.mp3	你好好保重
clips\04482.mp3	如果你不想待在我這裡
clips\04483.mp3	隨時可以離開
clips\04484.mp3	小寶那筆錢慢慢還就好了
clips\04485.mp3	我不會離開
clips\04486.mp3	是跟他們賭一口氣
clips\04487.mp3	本來我要賣家裡的地
clips\04488.mp3	大哥很支持我
clips\04489.mp3	家人鬧得快分家了
clips\04490.mp3	最後我就放棄了
clips\04491.mp3	你沒錢不也一樣上台北了
clips\04492.mp3	是被女朋友的媽媽刺激的
clips\04493.mp3	不一定能夠得到
clips\04494.mp3	愛情這條路的確很坎坷
clips\04495.mp3	如果你真的愛要努力一點
clips\04496.mp3	不會讓他們瞧不起
clips\04497.mp3	家龍，家昌台北的工作順利嗎
clips\04498.mp3	還不懂得知足就沒辦法了
clips\04499.mp3	我打電話過去，你告訴他
clips\04500.mp3	現在打電話網內互打不用錢
clips\04501.mp3	我幫你用通訊軟體
clips\04502.mp3	什麼賴，我不會賴
clips\04503.mp3	怎麼會這樣
clips\04504.mp3	家龍，我問你
clips\04505.mp3	之前家昌不是要賣土地
clips\04506.mp3	打電話給對方說要還他這筆錢
clips\04507.mp3	他說你把土地賣給他們了
clips\04508.mp3	你怎麼可以賣這塊地
clips\04509.mp3	我想讓家昌開餐廳當老闆
clips\04510.mp3	你告訴淑惠了嗎
clips\04511.mp3	你怎麼可以自作主張
clips\04512.mp3	賣地一事遲早要讓淑惠知道
clips\04513.mp3	你賣地做什麼
clips\04514.mp3	讓家昌開餐廳
clips\04515.mp3	我跟妳爸都不同意家龍這麼做
clips\04516.mp3	阿姨，果真如此嗎
clips\04517.mp3	我看一切都是為了家昌吧
clips\04518.mp3	妳把土地過戶給家龍
clips\04519.mp3	再讓家龍賣掉土地
clips\04520.mp3	拿錢給家昌開餐廳
clips\04521.mp3	妳知道家龍會聽父母的話
clips\04522.mp3	將賣土地的責任推給家龍承擔
clips\04523.mp3	現在事實就是如此
clips\04524.mp3	淑惠，這是我自己做的決定
clips\04525.mp3	阿姨跟爸爸剛剛聽我說才知道
clips\04526.mp3	最後我還是得嚥下這口氣
clips\04527.mp3	自從家昌要賣這塊地
clips\04528.mp3	妳阿姨就阻止、罵他
clips\04529.mp3	家昌還怪我們偏心
clips\04530.mp3	你不會再告訴我
clips\04531.mp3	我們有一間肉品公司的夢想
clips\04532.mp3	你也不用再告訴我
clips\04533.mp3	你會一步步實現我們的理想
clips\04534.mp3	你放棄上千萬的待遇
clips\04535.mp3	成就弟弟妹妹
clips\04536.mp3	我以為你只是孝順、聽話
clips\04537.mp3	至今我才知道
clips\04538.mp3	真正傻的人是我
clips\04539.mp3	因為我一直抱著希望
clips\04540.mp3	每天從早忙到晚
clips\04541.mp3	還癡癡的等
clips\04542.mp3	等你對我說的話會實現
clips\04543.mp3	原來我們的夢
clips\04544.mp3	現在我知道了
clips\04545.mp3	這一切都不會實現
clips\04546.mp3	永遠都不會實現了
clips\04547.mp3	女人的故事啊 整晚講不清
clips\04548.mp3	枕頭露水才知道他的心
clips\04549.mp3	風吹斷線不必埋怨
clips\04550.mp3	頭髮發白不必不好意思
clips\04551.mp3	他用一生等一天花開
clips\04552.mp3	緣分淺薄不必埋怨
clips\04553.mp3	時間不長不要浪費
clips\04554.mp3	他用一生等春風來吹
clips\04555.mp3	淑惠，我不希望土地的事
clips\04556.mp3	讓家昌埋怨自己媽媽
clips\04557.mp3	其實我們也可以這樣
clips\04558.mp3	我們一樣可以開公司、蓋工廠
clips\04559.mp3	都已經在賣進口豬肉
clips\04560.mp3	你以為養豬可以賺多少
clips\04561.mp3	存到什麼時候
clips\04562.mp3	你的錢只會孝順父母
clips\04563.mp3	照顧弟弟妹妹
clips\04564.mp3	反正你永遠不會想到我跟子豪
clips\04565.mp3	我也不會再相信你了
clips\04566.mp3	你去睡家昌房間
clips\04567.mp3	否則我跟子豪睡
clips\04568.mp3	我去睡家昌房間
clips\04569.mp3	子豪，怎麼還沒睡
clips\04570.mp3	我今天跟你們睡好嗎
clips\04571.mp3	為什麼要跟我們睡，不自己睡
clips\04572.mp3	爸爸、媽媽在吵架
clips\04573.mp3	家昌的事會害家龍夫妻吵架
clips\04574.mp3	現在呢，吵架了
clips\04575.mp3	我我去看看他們
clips\04576.mp3	子豪，回自己房間睡
clips\04577.mp3	淑惠，子豪想睡在這裡
clips\04578.mp3	子豪，你爸爸已經不聽我的話
clips\04579.mp3	淑惠，如果子豪回房睡
clips\04580.mp3	家龍就會回去睡嗎
clips\04581.mp3	我們要開始煩惱了
clips\04582.mp3	我心想來看有什麼可以幫忙的
clips\04583.mp3	你怎麼咳成這樣
clips\04584.mp3	擔心上哪兒籌錢賠給那些漁工
clips\04585.mp3	我想到這些怎麼睡得著
clips\04586.mp3	我看找找有沒有臨時工可以做
clips\04587.mp3	哪裡需要臨時工
clips\04588.mp3	否則以我的個性當然想當老闆
clips\04589.mp3	我看下輩子再說吧
clips\04590.mp3	前面那間海產店都沒有付租金
clips\04591.mp3	不然我們頂下來自己做
clips\04592.mp3	那個人欠多少租金啊
clips\04593.mp3	也許我們會中二十萬
clips\04594.mp3	我們沒有可以借啊
clips\04595.mp3	人家怎麼可能拿錢借我們
clips\04596.mp3	人家一定把店面頂讓給我們嗎
clips\04597.mp3	我相信生意一定很好
clips\04598.mp3	相信很多人會跑來店裡討債
clips\04599.mp3	我們生意怎麼做
clips\04600.mp3	家昌還怪我們偏心
clips\04601.mp3	你待會兒要帶淑惠去看醫生
clips\04602.mp3	我提早送子豪去學校了
clips\04603.mp3	我不知道在那個家庭
clips\04604.mp3	究竟為了什麼
clips\04605.mp3	現在我知道了
clips\04606.mp3	應該叫你回電子公司
clips\04607.mp3	從哪裡離開就回哪裡
clips\04608.mp3	子豪就可以在台北讀書
clips\04609.mp3	對他的將來也比較好
